# This is the run log of SGP from Tue Feb 09 16:52:15 2016
# Experiment type: MAKE_SGP (1)
# Rubble elements: number = 11;  rho = 1000
# Material: eps = 1;  mu = 0
# Time step used = 0.001 (cu)
# Code units: 1 cu = [10000 m | 1e+012 kg | 10000 s]
# Scaled G = 0.006674 (cu)
# Columns are (values in code units):
# [time]    [long axis]    [a/b axes ratio]    [a/c axes ratio]    [U]    [K]

0.001000     17.7819    1.140431    1.016183      -1.18e+009               0
0.002000     17.7818    1.140431    1.016183      -1.18e+009       2.93e+003
0.003000     17.7816    1.140430    1.016182      -1.18e+009       1.17e+004
0.004000     17.7813    1.140429    1.016181      -1.18e+009       2.64e+004
0.005000      17.781    1.140428    1.016180      -1.18e+009       4.69e+004
0.006000     17.7805    1.140427    1.016179      -1.18e+009       7.33e+004
0.007000       17.78    1.140425    1.016177      -1.18e+009       1.06e+005
0.008000     17.7794    1.140423    1.016175      -1.18e+009       1.44e+005
0.009000     17.7786    1.140421    1.016173      -1.18e+009       1.88e+005
0.010000     17.7778    1.140418    1.016170      -1.18e+009       2.37e+005
0.011000     17.7769    1.140415    1.016168      -1.18e+009       2.93e+005
0.012000      17.776    1.140412    1.016165      -1.18e+009       3.55e+005
0.013000     17.7749    1.140408    1.016161      -1.18e+009       4.22e+005
0.014000     17.7737    1.140404    1.016158      -1.18e+009       4.96e+005
0.015000     17.7725    1.140400    1.016154      -1.18e+009       5.75e+005
0.016000     17.7711    1.140395    1.016150      -1.18e+009        6.6e+005
0.017000     17.7697    1.140391    1.016145      -1.18e+009       7.51e+005
0.018000     17.7682    1.140386    1.016140      -1.18e+009       8.48e+005
0.019000     17.7666    1.140380    1.016135      -1.18e+009        9.5e+005
0.020000     17.7649    1.140375    1.016130      -1.18e+009       1.06e+006
0.021000     17.7631    1.140369    1.016125      -1.18e+009       1.17e+006
0.022000     17.7612    1.140363    1.016119      -1.18e+009       1.29e+006
0.023000     17.7592    1.140356    1.016112      -1.18e+009       1.42e+006
0.024000     17.7572    1.140349    1.016106      -1.18e+009       1.55e+006
0.025000      17.755    1.140342    1.016099      -1.18e+009       1.69e+006
0.026000     17.7528    1.140335    1.016093      -1.18e+009       1.84e+006
0.027000     17.7504    1.140327    1.016085      -1.18e+009       1.99e+006
0.028000      17.748    1.140319    1.016078      -1.18e+009       2.14e+006
0.029000     17.7455    1.140311    1.016070      -1.18e+009        2.3e+006
0.030000     17.7429    1.140302    1.016062      -1.18e+009       2.47e+006
0.031000     17.7402    1.140293    1.016053      -1.18e+009       2.64e+006
0.032000     17.7374    1.140284    1.016045      -1.18e+009       2.82e+006
0.033000     17.7346    1.140274    1.016036      -1.18e+009       3.01e+006
0.034000     17.7316    1.140264    1.016026      -1.18e+009        3.2e+006
0.035000     17.7286    1.140254    1.016017      -1.18e+009        3.4e+006
0.036000     17.7254    1.140244    1.016007      -1.18e+009        3.6e+006
0.037000     17.7222    1.140233    1.015997      -1.18e+009       3.81e+006
0.038000     17.7189    1.140222    1.015987      -1.18e+009       4.03e+006
0.039000     17.7155    1.140210    1.015976      -1.18e+009       4.25e+006
0.040000      17.712    1.140199    1.015965      -1.18e+009       4.48e+006
0.041000     17.7084    1.140187    1.015954      -1.18e+009       4.71e+006
0.042000     17.7047    1.140175    1.015942      -1.18e+009       4.95e+006
0.043000     17.7009    1.140162    1.015930      -1.18e+009        5.2e+006
0.044000     17.6971    1.140149    1.015918      -1.18e+009       5.45e+006
0.045000     17.6931    1.140136    1.015906      -1.18e+009       5.71e+006
0.046000     17.6891    1.140122    1.015893      -1.18e+009       5.97e+006
0.047000      17.685    1.140109    1.015881      -1.18e+009       6.24e+006
0.048000     17.6807    1.140095    1.015867      -1.19e+009       6.52e+006
0.049000     17.6764    1.140080    1.015854      -1.19e+009        6.8e+006
0.050000      17.672    1.140066    1.015840      -1.19e+009       7.09e+006
0.051000     17.6675    1.140050    1.015826      -1.19e+009       7.38e+006
0.052000      17.663    1.140035    1.015812      -1.19e+009       7.69e+006
0.053000     17.6583    1.140019    1.015797      -1.19e+009       7.99e+006
0.054000     17.6535    1.140003    1.015782      -1.19e+009       8.31e+006
0.055000     17.6487    1.139987    1.015767      -1.19e+009       8.63e+006
0.056000     17.6437    1.139970    1.015751      -1.19e+009       8.95e+006
0.057000     17.6387    1.139954    1.015735      -1.19e+009       9.28e+006
0.058000     17.6336    1.139936    1.015719      -1.19e+009       9.62e+006
0.059000     17.6283    1.139919    1.015703      -1.19e+009       9.96e+006
0.060000      17.623    1.139901    1.015686      -1.19e+009       1.03e+007
0.061000     17.6176    1.139883    1.015669      -1.19e+009       1.07e+007
0.062000     17.6121    1.139864    1.015651      -1.19e+009        1.1e+007
0.063000     17.6066    1.139845    1.015634      -1.19e+009       1.14e+007
0.064000     17.6009    1.139826    1.015616      -1.19e+009       1.18e+007
0.065000     17.5951    1.139807    1.015598      -1.19e+009       1.22e+007
0.066000     17.5893    1.139787    1.015579      -1.19e+009       1.26e+007
0.067000     17.5833    1.139767    1.015560      -1.19e+009       1.29e+007
0.068000     17.5773    1.139746    1.015541      -1.19e+009       1.33e+007
0.069000     17.5712    1.139726    1.015522      -1.19e+009       1.38e+007
0.070000     17.5649    1.139705    1.015502      -1.19e+009       1.42e+007
0.071000     17.5586    1.139683    1.015482      -1.19e+009       1.46e+007
0.072000     17.5522    1.139661    1.015462      -1.19e+009        1.5e+007
0.073000     17.5457    1.139639    1.015441      -1.19e+009       1.54e+007
0.074000     17.5391    1.139617    1.015420      -1.19e+009       1.59e+007
0.075000     17.5324    1.139594    1.015399       -1.2e+009       1.63e+007
0.076000     17.5257    1.139571    1.015378       -1.2e+009       1.68e+007
0.077000     17.5188    1.139548    1.015356       -1.2e+009       1.72e+007
0.078000     17.5119    1.139524    1.015334       -1.2e+009       1.77e+007
0.079000     17.5048    1.139500    1.015311       -1.2e+009       1.82e+007
0.080000     17.4977    1.139476    1.015288       -1.2e+009       1.87e+007
0.081000     17.4904    1.139451    1.015265       -1.2e+009       1.91e+007
0.082000      17.483    1.139422    1.015211       -1.2e+009       1.96e+007
0.083000     17.4756    1.139393    1.015157       -1.2e+009       2.01e+007
0.084000      17.468    1.139363    1.015102       -1.2e+009       2.06e+007
0.085000     17.4603    1.139333    1.015047       -1.2e+009       2.12e+007
0.086000     17.4526    1.139303    1.014992       -1.2e+009       2.17e+007
0.087000     17.4447    1.139272    1.014936       -1.2e+009       2.22e+007
0.088000     17.4368    1.139241    1.014880       -1.2e+009       2.27e+007
0.089000     17.4288    1.139210    1.014824       -1.2e+009       2.33e+007
0.090000     17.4206    1.139178    1.014767       -1.2e+009       2.38e+007
0.091000     17.4124    1.139146    1.014710       -1.2e+009       2.43e+007
0.092000     17.4041    1.139114    1.014653       -1.2e+009       2.49e+007
0.093000     17.3957    1.139081    1.014595       -1.2e+009       2.55e+007
0.094000     17.3872    1.139048    1.014537       -1.2e+009        2.6e+007
0.095000     17.3786    1.139014    1.014478      -1.21e+009       2.66e+007
0.096000     17.3699    1.138981    1.014420      -1.21e+009       2.72e+007
0.097000     17.3611    1.138946    1.014360      -1.21e+009       2.78e+007
0.098000     17.3523    1.138912    1.014301      -1.21e+009       2.84e+007
0.099000     17.3433    1.138877    1.014241      -1.21e+009        2.9e+007
0.100000     17.3342    1.138842    1.014181      -1.21e+009       2.96e+007
0.101000     17.3251    1.138806    1.014120      -1.21e+009       3.02e+007
0.102000     17.3158    1.138770    1.014059      -1.21e+009       3.09e+007
0.103000     17.3065    1.138734    1.013998      -1.21e+009       3.15e+007
0.104000      17.297    1.138697    1.013936      -1.21e+009       3.21e+007
0.105000     17.2875    1.138660    1.013874      -1.21e+009       3.28e+007
0.106000     17.2779    1.138623    1.013812      -1.21e+009       3.34e+007
0.107000     17.2682    1.138585    1.013749      -1.21e+009       3.41e+007
0.108000     17.2584    1.138547    1.013686      -1.21e+009       3.48e+007
0.109000     17.2484    1.138508    1.013622      -1.21e+009       3.54e+007
0.110000     17.2384    1.138469    1.013558      -1.21e+009       3.61e+007
0.111000     17.2283    1.138430    1.013494      -1.22e+009       3.68e+007
0.112000     17.2181    1.138390    1.013430      -1.22e+009       3.75e+007
0.113000     17.2079    1.138350    1.013365      -1.22e+009       3.82e+007
0.114000     17.1975    1.138310    1.013299      -1.22e+009       3.89e+007
0.115000      17.187    1.138269    1.013233      -1.22e+009       3.97e+007
0.116000     17.1764    1.138227    1.013167      -1.22e+009       4.04e+007
0.117000     17.1657    1.138186    1.013100      -1.22e+009       4.11e+007
0.118000      17.155    1.138144    1.013033      -1.22e+009       4.19e+007
0.119000     17.1441    1.138102    1.012966      -1.22e+009       4.26e+007
0.120000     17.1331    1.138059    1.012898      -1.22e+009       4.34e+007
0.121000     17.1221    1.138016    1.012830      -1.22e+009       4.42e+007
0.122000     17.1109    1.137972    1.012761      -1.22e+009       4.49e+007
0.123000     17.0997    1.137928    1.012692      -1.22e+009       4.57e+007
0.124000     17.0884    1.137884    1.012623      -1.23e+009       4.65e+007
0.125000     17.0769    1.137839    1.012553      -1.23e+009       4.73e+007
0.126000     17.0654    1.137794    1.012483      -1.23e+009       4.81e+007
0.127000     17.0537    1.137748    1.012412      -1.23e+009       4.89e+007
0.128000      17.042    1.137702    1.012341      -1.23e+009       4.98e+007
0.129000     17.0302    1.137656    1.012270      -1.23e+009       5.06e+007
0.130000     17.0183    1.137609    1.012198      -1.23e+009       5.14e+007
0.131000     17.0062    1.137562    1.012126      -1.23e+009       5.23e+007
0.132000     16.9941    1.137514    1.012053      -1.23e+009       5.31e+007
0.133000     16.9819    1.137466    1.011980      -1.23e+009        5.4e+007
0.134000     16.9696    1.137418    1.011906      -1.23e+009       5.49e+007
0.135000     16.9572    1.137369    1.011832      -1.23e+009       5.57e+007
0.136000     16.9447    1.137320    1.011758      -1.24e+009       5.66e+007
0.137000      16.932    1.137270    1.011683      -1.24e+009       5.75e+007
0.138000     16.9193    1.137220    1.011608      -1.24e+009       5.84e+007
0.139000     16.9065    1.137169    1.011532      -1.24e+009       5.93e+007
0.140000     16.8936    1.137118    1.011456      -1.24e+009       6.03e+007
0.141000     16.8806    1.137067    1.011379      -1.24e+009       6.12e+007
0.142000     16.8675    1.137015    1.011302      -1.24e+009       6.21e+007
0.143000     16.8543    1.136963    1.011225      -1.24e+009       6.31e+007
0.144000      16.841    1.136910    1.011146      -1.24e+009        6.4e+007
0.145000     16.8276    1.136857    1.011068      -1.24e+009        6.5e+007
0.146000     16.8141    1.136803    1.010989      -1.24e+009        6.6e+007
0.147000     16.8005    1.136749    1.010910      -1.25e+009        6.7e+007
0.148000     16.7868    1.136695    1.010830      -1.25e+009        6.8e+007
0.149000      16.773    1.136640    1.010750      -1.25e+009        6.9e+007
0.150000     16.7591    1.136584    1.010669      -1.25e+009       6.99e+007
0.151000     16.7451    1.136528    1.010588      -1.25e+009       7.09e+007
0.152000      16.731    1.136472    1.010506      -1.25e+009       7.19e+007
0.153000     16.7168    1.136415    1.010424      -1.25e+009        7.3e+007
0.154000     16.7025    1.136358    1.010341      -1.25e+009        7.4e+007
0.155000     16.6881    1.136300    1.010258      -1.25e+009        7.5e+007
0.156000     16.6736    1.136242    1.010174      -1.26e+009       7.61e+007
0.157000      16.659    1.136183    1.010090      -1.26e+009       7.71e+007
0.158000     16.6443    1.136124    1.010005      -1.26e+009       7.82e+007
0.159000     16.6295    1.136064    1.009920      -1.26e+009       7.92e+007
0.160000     16.6146    1.136004    1.009835      -1.26e+009       8.03e+007
0.161000     16.5996    1.135943    1.009749      -1.26e+009       8.14e+007
0.162000     16.5845    1.135882    1.009662      -1.26e+009       8.25e+007
0.163000     16.5693    1.135820    1.009575      -1.26e+009       8.36e+007
0.164000      16.554    1.135758    1.009487      -1.26e+009       8.47e+007
0.165000     16.5386    1.135696    1.009399      -1.26e+009       8.59e+007
0.166000      16.523    1.135632    1.009310      -1.27e+009        8.7e+007
0.167000     16.5074    1.135569    1.009221      -1.27e+009       8.82e+007
0.168000     16.4917    1.135505    1.009131      -1.27e+009       8.93e+007
0.169000     16.4759    1.135440    1.009041      -1.27e+009       9.04e+007
0.170000     16.4599    1.135375    1.008950      -1.27e+009       9.15e+007
0.171000     16.4439    1.135309    1.008859      -1.27e+009       9.25e+007
0.172000     16.4277    1.135243    1.008767      -1.27e+009       9.36e+007
0.173000     16.4115    1.135176    1.008674      -1.27e+009       9.47e+007
0.174000     16.3951    1.135109    1.008581      -1.27e+009       9.59e+007
0.175000     16.3787    1.135041    1.008488      -1.28e+009        9.7e+007
0.176000     16.3621    1.134973    1.008394      -1.28e+009       9.81e+007
0.177000     16.3455    1.134904    1.008299      -1.28e+009       9.93e+007
0.178000     16.3287    1.134835    1.008204      -1.28e+009          1e+008
0.179000     16.3118    1.134765    1.008108      -1.28e+009       1.02e+008
0.180000     16.2948    1.134694    1.008012      -1.28e+009       1.03e+008
0.181000     16.2778    1.134623    1.007915      -1.28e+009       1.04e+008
0.182000     16.2607    1.134561    1.007776      -1.28e+009       1.05e+008
0.183000     16.2436    1.134499    1.007637      -1.29e+009       1.06e+008
0.184000     16.2263    1.134436    1.007497      -1.29e+009       1.08e+008
0.185000     16.2089    1.134372    1.007356      -1.29e+009       1.09e+008
0.186000     16.1936    1.134459    1.007037      -1.29e+009        1.1e+008
0.187000     16.1782    1.134545    1.006717      -1.29e+009       1.11e+008
0.188000     16.1626    1.134632    1.006396      -1.29e+009       1.12e+008
0.189000      16.147    1.134718    1.006075      -1.29e+009       1.14e+008
0.190000     16.1312    1.134803    1.005753      -1.29e+009       1.15e+008
0.191000     16.1154    1.134889    1.005429       -1.3e+009       1.16e+008
0.192000     16.0994    1.134974    1.005105       -1.3e+009       1.17e+008
0.193000     16.0833    1.135060    1.004780       -1.3e+009       1.18e+008
0.194000     16.0671    1.135145    1.004455       -1.3e+009        1.2e+008
0.195000     16.0508    1.135229    1.004128       -1.3e+009       1.21e+008
0.196000     16.0344    1.135314    1.003801       -1.3e+009       1.22e+008
0.197000     16.0179    1.135398    1.003472       -1.3e+009       1.23e+008
0.198000     16.0013    1.135482    1.003143       -1.3e+009       1.25e+008
0.199000     15.9846    1.135566    1.002813      -1.31e+009       1.26e+008
0.200000     15.9678    1.135649    1.002482      -1.31e+009       1.27e+008
0.201000     15.9508    1.135733    1.002150      -1.31e+009       1.29e+008
0.202000     15.9338    1.135816    1.001817      -1.31e+009        1.3e+008
0.203000     15.9166    1.135899    1.001483      -1.31e+009       1.31e+008
0.204000     15.8993    1.135982    1.001148      -1.31e+009       1.33e+008
0.205000     15.8819    1.136064    1.000813      -1.31e+009       1.34e+008
0.206000     15.8644    1.136147    1.000476      -1.31e+009       1.36e+008
0.207000     15.8468    1.136229    1.000138      -1.32e+009       1.37e+008
0.208000     15.8291    1.136311    0.999800      -1.32e+009       1.38e+008
0.209000     15.8113    1.136392    0.999460      -1.32e+009        1.4e+008
0.210000     15.7933    1.136474    0.999120      -1.32e+009       1.41e+008
0.211000     15.7753    1.136555    0.998778      -1.32e+009       1.43e+008
0.212000     15.7571    1.136636    0.998435      -1.32e+009       1.44e+008
0.213000     15.7388    1.136717    0.998092      -1.32e+009       1.46e+008
0.214000     15.7204    1.136798    0.997747      -1.33e+009       1.47e+008
0.215000     15.7019    1.136877    0.997401      -1.33e+009       1.49e+008
0.216000     15.6833    1.136955    0.997054      -1.33e+009        1.5e+008
0.217000     15.6646    1.137034    0.996706      -1.33e+009       1.51e+008
0.218000     15.6457    1.137112    0.996358      -1.33e+009       1.53e+008
0.219000     15.6278    1.137264    0.996071      -1.33e+009       1.54e+008
0.220000     15.6097    1.137415    0.995785      -1.33e+009       1.55e+008
0.221000     15.5915    1.137567    0.995497      -1.34e+009       1.57e+008
0.222000     15.5732    1.137718    0.995208      -1.34e+009       1.58e+008
0.223000     15.5548    1.137869    0.994918      -1.34e+009       1.59e+008
0.224000     15.5363    1.138021    0.994627      -1.34e+009       1.61e+008
0.225000     15.5175    1.138158    0.994119      -1.34e+009       1.62e+008
0.226000     15.4985    1.138296    0.993611      -1.34e+009       1.64e+008
0.227000     15.4795    1.138433    0.993101      -1.34e+009       1.65e+008
0.228000     15.4603    1.138571    0.992589      -1.35e+009       1.66e+008
0.229000      15.441    1.138709    0.992077      -1.35e+009       1.68e+008
0.230000     15.4216    1.138846    0.991563      -1.35e+009       1.69e+008
0.231000     15.4021    1.138984    0.991048      -1.35e+009       1.71e+008
0.232000     15.3824    1.139121    0.990532      -1.35e+009       1.72e+008
0.233000     15.3627    1.139259    0.990014      -1.35e+009       1.74e+008
0.234000     15.3428    1.139396    0.989495      -1.35e+009       1.75e+008
0.235000     15.3228    1.139534    0.988975      -1.36e+009       1.76e+008
0.236000     15.3027    1.139672    0.988453      -1.36e+009       1.78e+008
0.237000     15.2825    1.139810    0.987930      -1.36e+009       1.79e+008
0.238000     15.2622    1.139947    0.987406      -1.36e+009       1.81e+008
0.239000     15.2417    1.140085    0.986880      -1.36e+009       1.83e+008
0.240000     15.2211    1.140223    0.986353      -1.36e+009       1.84e+008
0.241000     15.2002    1.140342    0.985808      -1.37e+009       1.86e+008
0.242000     15.1791    1.140461    0.985262      -1.37e+009       1.87e+008
0.243000     15.1579    1.140580    0.984713      -1.37e+009       1.89e+008
0.244000     15.1366    1.140699    0.984164      -1.37e+009        1.9e+008
0.245000     15.1152    1.140817    0.983613      -1.37e+009       1.92e+008
0.246000     15.0936    1.140936    0.983060      -1.37e+009       1.93e+008
0.247000     15.0719    1.141055    0.982506      -1.37e+009       1.95e+008
0.248000     15.0502    1.141174    0.981951      -1.38e+009       1.96e+008
0.249000     15.0282    1.141293    0.981394      -1.38e+009       1.98e+008
0.250000     15.0062    1.141413    0.980835      -1.38e+009       1.99e+008
0.251000     14.9841    1.141532    0.980275      -1.38e+009       2.01e+008
0.252000     14.9602    1.141527    0.979607      -1.38e+009       2.02e+008
0.253000     14.9361    1.141522    0.978937      -1.38e+009       2.03e+008
0.254000      14.912    1.141517    0.978265      -1.38e+009       2.05e+008
0.255000     14.8877    1.141512    0.977592      -1.39e+009       2.06e+008
0.256000     14.8634    1.141506    0.976916      -1.39e+009       2.07e+008
0.257000     14.8389    1.141500    0.976239      -1.39e+009       2.09e+008
0.258000     14.8142    1.141494    0.975560      -1.39e+009        2.1e+008
0.259000     14.7895    1.141487    0.974879      -1.39e+009       2.12e+008
0.260000     14.7646    1.141480    0.974196      -1.39e+009       2.13e+008
0.261000     14.7396    1.141473    0.973511      -1.39e+009       2.14e+008
0.262000     14.7145    1.141466    0.972824       -1.4e+009       2.16e+008
0.263000     14.6893    1.141458    0.972135       -1.4e+009       2.17e+008
0.264000     14.6639    1.141450    0.971444       -1.4e+009       2.19e+008
0.265000     14.6384    1.141442    0.970751       -1.4e+009        2.2e+008
0.266000     14.6128    1.141434    0.970056       -1.4e+009       2.22e+008
0.267000     14.5871    1.141425    0.969359       -1.4e+009       2.24e+008
0.268000     14.5612    1.141416    0.968660       -1.4e+009       2.25e+008
0.269000     14.5353    1.141416    0.967966      -1.41e+009       2.27e+008
0.270000     14.5093    1.141416    0.967270      -1.41e+009       2.28e+008
0.271000     14.4832    1.141416    0.966573      -1.41e+009        2.3e+008
0.272000      14.457    1.141415    0.965873      -1.41e+009       2.31e+008
0.273000     14.4306    1.141414    0.965171      -1.41e+009       2.33e+008
0.274000     14.4055    1.141525    0.964561      -1.41e+009       2.34e+008
0.275000     14.3803    1.141636    0.963949      -1.41e+009       2.36e+008
0.276000     14.3546    1.141722    0.963313      -1.42e+009       2.37e+008
0.277000     14.3288    1.141807    0.962676      -1.42e+009       2.39e+008
0.278000     14.3029    1.141893    0.962036      -1.42e+009        2.4e+008
0.279000     14.2768    1.118919    0.961393      -1.42e+009       2.42e+008
0.280000     14.2507    1.118626    0.960749      -1.42e+009       2.43e+008
0.281000     14.2243    1.118333    0.960103      -1.42e+009       2.45e+008
0.282000     14.1979    1.118039    0.959454      -1.43e+009       2.46e+008
0.283000     14.1713    1.117744    0.958803      -1.43e+009       2.48e+008
0.284000     14.1447    1.117449    0.958150      -1.43e+009       2.49e+008
0.285000     14.1178    1.117152    0.957495      -1.43e+009       2.51e+008
0.286000     14.0909    1.116856    0.956837      -1.43e+009       2.53e+008
0.287000     14.0638    1.116558    0.956177      -1.43e+009       2.54e+008
0.288000     14.0368    1.116275    0.955528      -1.44e+009       2.56e+008
0.289000       14.01    1.116024    0.954904      -1.44e+009       2.58e+008
0.290000     13.9834    1.115788    0.954292      -1.44e+009       2.59e+008
0.291000     13.9567    1.115560    0.953686      -1.44e+009       2.61e+008
0.292000       13.93    1.115340    0.953083      -1.44e+009       2.63e+008
0.293000      13.593    1.090247    0.931234      -1.44e+009       2.65e+008
0.294000       13.59    1.091287    0.932244      -1.45e+009       2.66e+008
0.295000     13.5869    1.092330    0.933257      -1.45e+009       2.68e+008
0.296000     13.5836    1.093378    0.934273      -1.45e+009        2.7e+008
0.297000     13.5803    1.094429    0.921961      -1.45e+009       2.71e+008
0.298000     13.5768    1.095483    0.922562      -1.45e+009       2.73e+008
0.299000     13.5736    1.096573    0.923190      -1.45e+009       2.75e+008
0.300000     13.5702    1.097667    0.923819      -1.46e+009       2.76e+008
0.301000     13.5668    1.098765    0.924448      -1.46e+009       2.78e+008
0.302000     13.5673    1.100198    0.925356      -1.46e+009        2.8e+008
0.303000     13.5677    1.101636    0.926266      -1.46e+009       2.81e+008
0.304000      13.568    1.103079    0.927177      -1.46e+009       2.83e+008
0.305000     13.5681    1.104527    0.928089      -1.46e+009       2.84e+008
0.306000     13.5682    1.105980    0.929003      -1.46e+009       2.86e+008
0.307000     13.5693    1.106602    0.929999      -1.47e+009       2.87e+008
0.308000     13.5702    1.107225    0.930996      -1.47e+009       2.89e+008
0.309000     13.5711    1.107851    0.931995      -1.47e+009        2.9e+008
0.310000     13.5718    1.108479    0.932873      -1.47e+009       2.92e+008
0.311000     13.5724    1.109108    0.946814      -1.47e+009       2.93e+008
0.312000     14.2965    1.168901    0.997685      -1.47e+009       2.92e+008
0.313000     14.2953    1.169442    0.997974      -1.47e+009       2.93e+008
0.314000      14.294    1.169987    0.998264      -1.47e+009       2.93e+008
0.314999     14.2927    1.170535    0.998557      -1.47e+009       2.94e+008
0.315999     14.2912    1.171087    0.998851      -1.47e+009       2.95e+008
0.316999       14.29    1.171676    0.999176      -1.47e+009       2.95e+008
0.317999     14.2887    1.172268    0.999117      -1.47e+009       2.96e+008
0.318999     14.2872    1.172864    0.999059      -1.48e+009       2.94e+008
0.319999     14.2857    1.173464    0.999004      -1.48e+009       2.95e+008
0.320999     14.2841    1.174067    0.998949      -1.48e+009       2.95e+008
0.321999     14.2823    1.174673    0.998896      -1.48e+009       2.96e+008
0.322999     14.2804    1.175284    0.998845      -1.48e+009       2.96e+008
0.323999     14.2784    1.175898    0.998796      -1.48e+009       2.97e+008
0.324999     14.2763    1.176516    0.998748      -1.48e+009       2.97e+008
0.325999     14.2741    1.177137    0.998702      -1.48e+009       2.98e+008
0.326999     14.2718    1.177762    0.998657      -1.48e+009       2.98e+008
0.327999     14.2693    1.178391    0.998614      -1.48e+009       2.99e+008
0.328999     14.2668    1.179023    0.998572      -1.48e+009          3e+008
0.329999     14.2641    1.179660    0.998533      -1.48e+009          3e+008
0.330999     14.2613    1.180300    0.998494      -1.48e+009       3.01e+008
0.331999     14.2584    1.180944    0.998458      -1.48e+009       3.02e+008
0.332999     14.2554    1.181591    0.998423      -1.48e+009       3.02e+008
0.333999     14.2523    1.182243    0.998390      -1.48e+009       3.03e+008
0.334999     14.2491    1.182605    0.998358      -1.48e+009       3.04e+008
0.335999     14.2457    1.182971    0.998329      -1.49e+009       3.05e+008
0.336999     14.2423    1.183339    0.998084      -1.49e+009       3.05e+008
0.337999     14.2387    1.183711    0.997841      -1.49e+009       3.06e+008
0.338999      14.235    1.184087    0.997600      -1.49e+009       3.06e+008
0.339999     14.2312    1.184465    0.997361      -1.49e+009       3.07e+008
0.340999     14.2272    1.184847    0.997123      -1.49e+009       3.08e+008
0.341999     14.2232    1.185232    0.996887      -1.49e+009       3.08e+008
0.342999      14.219    1.185621    0.996653      -1.49e+009       3.09e+008
0.343999      14.215    1.186034    0.996438      -1.49e+009        3.1e+008
0.344999     14.2109    1.186450    0.996225      -1.49e+009        3.1e+008
0.345999     14.2066    1.186870    0.996014      -1.49e+009       3.11e+008
0.346999     13.6113    1.137888    0.954367      -1.49e+009       3.12e+008
0.347999     13.6145    1.138928    0.954697      -1.49e+009       3.13e+008
0.348999     13.6176    1.139971    0.955027      -1.49e+009       3.13e+008
0.349999     13.6206    1.141017    0.955358      -1.49e+009       3.14e+008
0.350999     13.6235    1.142065    0.955416      -1.49e+009       3.15e+008
0.351999     13.6262    1.143117    0.955478       -1.5e+009       3.08e+008
0.352999     13.6288    1.144171    0.955541       -1.5e+009       3.08e+008
0.353999     13.6313    1.145228    0.955604       -1.5e+009       3.09e+008
0.354999     13.6337    1.146289    0.955668       -1.5e+009        3.1e+008
0.355999     13.6359    1.147353    0.955732       -1.5e+009        3.1e+008
0.356999      13.638    1.148419    0.955797       -1.5e+009       3.11e+008
0.357999     13.6399    1.149489    0.955863       -1.5e+009       3.12e+008
0.358999     13.6418    1.150562    0.955929       -1.5e+009       3.13e+008
0.359999     13.6435    1.151639    0.955996       -1.5e+009       3.14e+008
0.360999     13.6451    1.152718    0.956064       -1.5e+009       3.15e+008
0.361999     13.6465    1.153801    0.956132       -1.5e+009       3.15e+008
0.362999      13.648    1.154897    0.956208       -1.5e+009       3.16e+008
0.363999     13.6493    1.155995    0.956286       -1.5e+009       3.17e+008
0.364999     13.6504    1.157098    0.956363      -1.51e+009       3.18e+008
0.365999     13.6515    1.158203    0.956442      -1.51e+009       3.19e+008
0.366999     13.6524    1.159313    0.956521      -1.51e+009        3.2e+008
0.367999     13.6532    1.160425    0.956601      -1.51e+009       3.21e+008
0.368999     13.6538    1.161542    0.956682      -1.51e+009       3.22e+008
0.369999     13.6543    1.162662    0.956763      -1.51e+009       3.23e+008
0.370999     13.6547    1.163786    0.956845      -1.51e+009       3.24e+008
0.371999     13.6551    1.164918    0.956932      -1.51e+009       3.25e+008
0.372999     13.6552    1.166055    0.957020      -1.51e+009       3.26e+008
0.373999     13.6553    1.167195    0.957108      -1.51e+009       3.27e+008
0.374999     13.6552    1.167168    0.957198      -1.51e+009       3.28e+008
0.375999      13.655    1.167142    0.957288      -1.52e+009       3.05e+008
0.376999     13.6547    1.167117    0.957379      -1.52e+009       3.06e+008
0.377999     13.6542    1.167094    0.957470      -1.52e+009       3.07e+008
0.378999     13.6536    1.165930    0.957563      -1.52e+009       3.07e+008
0.379999     13.6529    1.164770    0.957656      -1.52e+009       3.07e+008
0.380999      13.652    1.163615    0.957750      -1.52e+009       3.07e+008
0.381999      13.651    1.162805    0.957076      -1.52e+009       3.11e+008
0.382999     13.6499    1.161999    0.956403      -1.52e+009       3.07e+008
0.383999     13.6486    1.161194    0.955733      -1.52e+009       3.07e+008
0.384999     13.6472    1.160393    0.955063      -1.52e+009       3.07e+008
0.385999     13.6457    1.159594    0.954118      -1.52e+009       3.08e+008
0.386999     13.6441    1.158797    0.953174      -1.52e+009       3.08e+008
0.387999     13.6423    1.158003    0.952233      -1.52e+009       3.08e+008
0.388999     13.6404    1.157211    0.951295      -1.52e+009       3.08e+008
0.389999     13.6383    1.156422    0.950359      -1.52e+009       3.09e+008
0.390999     13.6361    1.155635    0.949424      -1.52e+009       3.09e+008
0.391998     13.6338    1.154850    0.948493      -1.52e+009       3.09e+008
0.392998     13.6313    1.154068    0.947563      -1.52e+009       3.09e+008
0.393998     13.6288    1.153288    0.946635      -1.52e+009        3.1e+008
0.394998      13.626    1.152511    0.945710      -1.52e+009        3.1e+008
